,Category
6681,0
6682,0
6683,0
6684,0
6685,0
6686,1
6687,1
6688,1
6689,0
6690,0
6691,1
6692,1
6693,0
6694,1
6695,1
6696,0
6697,1
6698,1
6699,0
6700,0
6701,1
6702,1
6703,0
6704,1
6705,1
6706,1
6707,0
6708,1
6709,0
6710,1
6711,0
6712,1
6713,0
6714,1
6715,0
6716,1
6717,0
6718,0
6719,0
6720,1
6721,1
6722,1
6723,1
6724,0
6725,1
6726,1
6727,0
6728,1
6729,0
6730,0
6731,0
6732,1
6733,1
6734,0
6735,1
6736,1
6737,0
6738,0
6739,0
6740,1
6741,0
6742,1
6743,0
6744,1
6745,0
6746,0
6747,1
6748,0
6749,1
6750,0
6751,1
6752,1
6753,0
6754,1
6755,0
6756,1
6757,1
6758,1
6759,1
6760,0
6761,0
6762,1
6763,1
6764,0
6765,0
6766,1
6767,1
6768,0
6769,1
6770,1
6771,0
6772,0
6773,1
6774,1
6775,0
6776,0
6777,1
6778,1
6779,0
6780,1
6781,1
6782,0
6783,0
6784,0
6785,1
6786,1
6787,0
6788,0
6789,1
6790,0
6791,1
6792,1
6793,1
6794,0
6795,1
6796,0
6797,1
6798,0
6799,1
6800,1
6801,1
6802,0
6803,0
6804,0
6805,0
6806,1
6807,1
6808,0
6809,1
6810,1
6811,1
6812,1
6813,0
6814,1
6815,0
6816,1
6817,0
6818,0
6819,1
6820,1
6821,1
6822,1
6823,1
6824,0
6825,1
6826,0
6827,1
6828,1
6829,1
6830,1
6831,1
6832,0
6833,0
6834,1
6835,1
6836,0
6837,1
6838,1
6839,1
6840,1
6841,0
6842,1
6843,1
6844,0
6845,1
6846,1
6847,0
6848,0
6849,0
6850,1
6851,0
6852,0
6853,0
6854,0
6855,0
6856,1
6857,1
6858,1
6859,1
6860,0
6861,1
6862,0
6863,0
6864,0
6865,1
6866,1
6867,1
6868,1
6869,0
6870,0
6871,0
6872,1
6873,0
6874,0
6875,1
6876,0
6877,1
6878,0
6879,1
6880,1
6881,1
6882,1
6883,1
6884,0
6885,0
6886,0
6887,0
6888,0
6889,1
6890,1
6891,0
6892,1
6893,0
6894,0
6895,0
6896,1
6897,1
6898,1
6899,1
6900,1
6901,0
6902,1
6903,0
6904,0
6905,0
6906,0
6907,0
6908,0
6909,1
6910,1
6911,1
6912,0
6913,0
6914,0
6915,0
6916,0
6917,1
6918,0
6919,0
6920,1
6921,1
6922,0
6923,0
6924,1
6925,1
6926,1
6927,1
6928,0
6929,0
6930,1
6931,0
6932,1
6933,1
6934,0
6935,1
6936,0
6937,1
6938,1
6939,1
6940,1
6941,1
6942,0
6943,0
6944,1
6945,0
6946,1
6947,1
6948,1
6949,1
6950,1
6951,1
6952,1
6953,1
6954,0
6955,1
6956,1
6957,0
6958,0
6959,1
6960,0
6961,1
6962,0
6963,0
6964,1
6965,0
6966,1
6967,0
6968,0
6969,1
6970,0
6971,0
6972,0
6973,1
6974,0
6975,0
6976,1
6977,1
6978,0
6979,0
6980,0
6981,1
6982,0
6983,1
6984,0
6985,1
6986,1
6987,0
6988,1
6989,1
6990,1
6991,0
6992,1
6993,1
6994,0
6995,1
6996,1
6997,1
6998,0
6999,1
7000,0
7001,1
7002,0
7003,0
7004,1
7005,1
7006,1
7007,1
7008,1
7009,1
7010,0
7011,1
7012,1
7013,0
7014,1
7015,1
7016,1
7017,0
7018,1
7019,1
7020,1
7021,1
7022,1
7023,1
7024,1
7025,1
7026,1
7027,1
7028,0
7029,1
7030,1
7031,1
7032,0
7033,0
7034,0
7035,1
7036,1
7037,0
7038,1
7039,1
7040,0
7041,1
7042,1
7043,1
7044,0
7045,0
7046,0
7047,1
7048,1
7049,1
7050,0
7051,1
7052,1
7053,1
7054,0
7055,0
7056,0
7057,1
7058,1
7059,0
7060,0
7061,1
7062,0
7063,1
7064,1
7065,1
7066,0
7067,0
7068,1
7069,0
7070,0
7071,0
7072,0
7073,1
7074,1
7075,1
7076,1
7077,1
7078,0
7079,1
7080,1
7081,0
7082,0
7083,1
7084,1
7085,0
7086,1
7087,0
7088,0
7089,0
7090,1
7091,1
7092,0
7093,0
7094,0
7095,1
7096,0
7097,1
7098,1
7099,0
7100,0
7101,1
7102,1
7103,0
7104,1
7105,1
7106,1
7107,0
7108,0
7109,1
7110,0
7111,0
7112,1
7113,0
7114,1
7115,0
7116,0
7117,0
7118,0
7119,1
7120,0
7121,0
7122,1
7123,0
7124,0
7125,0
7126,0
7127,0
7128,1
7129,1
7130,1
7131,1
7132,0
7133,0
7134,1
7135,1
7136,0
7137,0
7138,1
7139,0
7140,1
7141,0
7142,0
7143,1
7144,0
7145,0
7146,1
7147,0
7148,0
7149,1
7150,0
7151,0
7152,0
7153,0
7154,0
7155,0
7156,0
7157,1
7158,0
7159,0
7160,0
7161,0
7162,1
7163,0
7164,1
7165,0
7166,1
7167,1
7168,0
7169,1
7170,0
7171,0
7172,1
7173,0
7174,0
7175,0
7176,1
7177,0
7178,0
7179,0
7180,0
7181,1
7182,1
7183,0
7184,0
7185,0
7186,1
7187,0
7188,1
7189,0
7190,0
7191,0
7192,0
7193,1
7194,1
7195,0
7196,0
7197,0
7198,0
7199,0
7200,1
7201,0
7202,0
7203,0
7204,1
7205,1
7206,0
7207,0
7208,0
7209,1
7210,0
7211,0
7212,1
7213,0
7214,1
7215,0
7216,0
7217,0
7218,1
7219,0
7220,0
7221,0
7222,0
7223,0
7224,0
7225,0
7226,0
7227,0
7228,1
7229,1
7230,0
7231,0
7232,1
7233,0
7234,1
7235,1
7236,1
7237,0
7238,0
7239,0
7240,0
7241,0
7242,0
7243,0
7244,1
7245,1
7246,1
7247,1
7248,0
7249,0
7250,0
7251,0
7252,0
7253,1
7254,0
7255,1
7256,1
7257,1
7258,1
7259,1
7260,0
7261,0
7262,1
7263,1
7264,0
7265,0
7266,1
7267,0
7268,0
7269,0
7270,1
7271,1
7272,0
7273,0
7274,1
7275,1
7276,1
7277,0
7278,1
7279,1
7280,0
7281,0
7282,1
7283,0
7284,0
7285,0
7286,0
7287,0
7288,0
7289,1
7290,0
7291,0
7292,1
7293,0
7294,0
7295,0
7296,1
7297,0
7298,0
7299,0
7300,0
7301,1
7302,1
7303,1
7304,0
7305,0
7306,0
7307,0
7308,1
7309,1
7310,1
7311,1
7312,1
7313,0
7314,1
7315,0
7316,0
7317,1
7318,0
7319,0
7320,1
7321,0
7322,0
7323,1
7324,0
7325,0
7326,1
7327,1
7328,1
7329,0
7330,1
7331,0
7332,1
7333,0
7334,0
7335,1
7336,0
7337,1
7338,1
7339,0
7340,1
7341,1
7342,1
7343,0
7344,1
7345,1
7346,1
7347,1
7348,0
7349,0
7350,0
7351,1
7352,0
7353,0
7354,1
7355,1
7356,1
7357,1
7358,1
7359,0
7360,1
7361,1
7362,0
7363,1
7364,0
7365,1
7366,1
7367,0
7368,0
7369,0
7370,1
7371,1
7372,0
7373,1
7374,0
7375,1
7376,1
7377,0
7378,0
7379,0
7380,0
7381,1
7382,0
7383,1
7384,0
7385,0
7386,1
7387,1
7388,0
7389,1
7390,1
7391,0
7392,0
7393,1
7394,0
7395,1
7396,1
7397,1
7398,1
7399,1
7400,0
7401,1
7402,1
7403,1
7404,0
7405,1
7406,1
7407,1
7408,0
7409,0
7410,1
7411,1
7412,0
7413,0
7414,1
7415,0
7416,0
7417,0
7418,1
7419,0
7420,1
7421,0
7422,1
7423,1
7424,1
7425,1
7426,1
7427,1
7428,1
7429,1
7430,0
7431,1
7432,0
7433,1
7434,0
7435,0
7436,1
7437,0
7438,0
7439,0
7440,0
7441,1
7442,0
7443,1
7444,1
7445,0
7446,1
7447,0
7448,0
7449,0
7450,1
7451,1
7452,0
7453,1
7454,1
7455,0
7456,0
7457,1
7458,0
7459,1
7460,0
7461,0
7462,0
7463,1
7464,0
7465,1
7466,1
7467,1
7468,0
7469,0
7470,0
7471,0
7472,1
7473,0
7474,1
7475,1
7476,0
7477,1
7478,1
7479,0
7480,0
7481,1
7482,0
7483,0
7484,1
7485,0
7486,1
7487,1
7488,1
7489,0
7490,0
7491,0
7492,0
7493,0
7494,1
7495,0
7496,1
7497,0
7498,1
7499,0
7500,0
7501,0
7502,1
7503,0
7504,1
7505,0
7506,1
7507,0
7508,1
7509,1
7510,0
7511,0
7512,1
7513,1
7514,0
7515,1
7516,0
7517,0
7518,0
7519,1
7520,1
7521,1
7522,0
7523,0
7524,1
7525,1
7526,0
7527,0
7528,1
7529,1
7530,1
7531,1
7532,0
7533,0
7534,1
7535,1
7536,0
7537,0
7538,0
7539,0
7540,0
7541,1
7542,0
7543,1
7544,1
7545,1
7546,1
7547,1
7548,0
7549,1
7550,1
7551,1
7552,0
7553,1
7554,0
7555,1
7556,0
7557,1
7558,0
7559,0
7560,1
7561,1
7562,1
7563,0
7564,0
7565,0
7566,1
7567,0
7568,0
7569,0
7570,1
7571,1
7572,1
7573,0
7574,1
7575,1
7576,1
7577,1
7578,1
7579,0
7580,0
7581,0
7582,1
7583,0
7584,0
7585,1
7586,0
7587,0
7588,0
7589,0
7590,0
7591,1
7592,0
7593,0
7594,1
7595,1
7596,0
7597,1
7598,1
7599,1
7600,1
7601,1
7602,1
7603,0
7604,1
7605,1
7606,0
7607,0
7608,1
7609,1
7610,1
7611,0
7612,0
7613,1
7614,1
7615,1
7616,1
7617,1
7618,1
7619,1
7620,0
7621,1
7622,0
7623,1
7624,0
7625,1
7626,0
7627,0
7628,1
7629,0
7630,0
7631,1
7632,1
7633,0
7634,1
7635,1
7636,0
7637,0
7638,0
7639,0
7640,1
7641,0
7642,1
7643,0
7644,1
7645,0
7646,1
7647,1
7648,1
7649,1
7650,0
7651,1
7652,1
7653,0
7654,0
7655,1
7656,1
7657,0
7658,0
7659,0
7660,1
7661,1
7662,1
7663,1
7664,0
7665,1
7666,0
7667,0
7668,0
7669,0
7670,0
7671,1
7672,1
7673,0
7674,0
7675,0
7676,1
7677,0
7678,0
7679,0
7680,0
7681,0
7682,1
7683,0
7684,1
7685,1
7686,0
7687,1
7688,0
7689,1
7690,0
7691,1
7692,0
7693,0
7694,1
7695,1
7696,1
7697,0
7698,1
7699,1
7700,0
7701,1
7702,1
7703,0
7704,1
7705,1
7706,1
7707,1
7708,1
7709,1
7710,1
7711,1
7712,1
7713,0
7714,1
7715,1
7716,1
7717,0
7718,1
7719,1
7720,0
7721,1
7722,0
7723,1
7724,1
7725,1
7726,0
7727,0
7728,1
7729,0
7730,1
7731,1
7732,1
7733,1
7734,1
7735,0
7736,1
7737,1
7738,0
7739,0
7740,1
7741,1
7742,0
7743,1
7744,0
7745,0
7746,0
7747,0
7748,0
7749,0
7750,1
7751,1
7752,1
7753,0
7754,0
7755,1
7756,0
7757,0
7758,1
7759,0
7760,1
7761,0
7762,0
7763,0
7764,1
7765,0
7766,1
7767,0
7768,0
7769,1
7770,0
7771,1
7772,0
7773,0
7774,1
7775,1
7776,1
7777,0
7778,1
7779,1
7780,1
7781,1
7782,0
7783,0
7784,0
7785,1
7786,1
7787,0
7788,1
7789,0
7790,1
7791,0
7792,0
7793,0
7794,0
7795,0
7796,1
7797,0
7798,0
7799,1
7800,1
7801,0
7802,0
7803,0
7804,1
7805,0
7806,1
7807,1
7808,0
7809,0
7810,0
7811,1
7812,1
7813,1
7814,1
7815,1
7816,1
7817,0
7818,0
7819,1
7820,0
7821,1
7822,0
7823,1
7824,1
7825,1
7826,0
7827,0
7828,0
7829,1
7830,1
7831,1
7832,0
7833,1
7834,1
7835,1
7836,0
7837,0
7838,1
7839,1
7840,0
7841,0
7842,1
7843,1
7844,0
7845,0
7846,0
7847,1
7848,0
7849,1
7850,1
7851,0
7852,0
7853,0
7854,0
7855,0
7856,0
7857,1
7858,0
7859,1
7860,0
7861,1
7862,1
7863,0
7864,1
7865,0
7866,0
7867,0
7868,0
7869,1
7870,1
7871,0
7872,0
7873,0
7874,1
7875,0
7876,1
7877,0
7878,0
7879,0
7880,1
7881,1
7882,1
7883,1
7884,1
7885,1
7886,0
7887,1
7888,0
7889,1
7890,1
7891,0
7892,1
7893,1
7894,0
7895,1
7896,1
7897,1
7898,0
7899,1
7900,1
7901,0
7902,0
7903,1
7904,1
7905,1
7906,0
7907,1
7908,0
7909,1
7910,1
7911,0
7912,0
7913,1
7914,0
7915,0
7916,1
7917,1
7918,1
7919,1
7920,0
7921,0
7922,0
7923,0
7924,1
7925,0
7926,1
7927,1
7928,1
7929,0
7930,0
7931,0
7932,0
7933,1
7934,1
7935,1
7936,1
7937,0
7938,0
7939,0
7940,1
7941,1
7942,1
7943,0
7944,0
7945,1
7946,1
7947,1
7948,0
7949,1
7950,0
7951,0
7952,1
7953,1
7954,0
7955,0
7956,0
7957,0
7958,0
7959,1
7960,0
7961,1
7962,0
7963,1
7964,0
7965,1
7966,0
7967,1
7968,1
7969,0
7970,0
7971,1
7972,0
7973,0
7974,0
7975,0
7976,1
7977,0
7978,0
7979,0
7980,0
7981,0
7982,1
7983,1
7984,0
7985,0
7986,0
7987,0
7988,1
7989,0
7990,0
7991,0
7992,1
7993,1
7994,1
7995,0
7996,1
7997,0
7998,0
7999,0
8000,1
8001,0
8002,0
8003,0
8004,1
8005,0
8006,0
8007,1
8008,1
8009,1
8010,1
8011,0
8012,1
8013,1
8014,1
8015,0
8016,1
8017,1
8018,0
8019,1
8020,0
8021,1
8022,0
8023,1
8024,0
8025,1
8026,0
8027,1
8028,0
8029,0
8030,1
8031,1
8032,0
8033,1
8034,0
8035,1
8036,0
8037,1
8038,0
8039,0
8040,0
8041,0
8042,1
8043,1
8044,0
8045,0
8046,0
8047,1
8048,1
8049,1
8050,1
8051,0
8052,0
8053,1
8054,0
8055,0
8056,0
8057,1
8058,0
8059,0
8060,1
8061,0
8062,1
8063,0
8064,0
8065,0
8066,1
8067,0
8068,1
8069,0
8070,1
8071,0
8072,1
8073,0
8074,1
8075,1
8076,1
8077,0
8078,1
8079,0
8080,1
8081,1
8082,0
8083,0
8084,0
8085,1
8086,0
8087,1
8088,1
8089,1
8090,1
8091,0
8092,0
8093,1
8094,0
8095,0
8096,0
8097,0
8098,0
8099,1
8100,0
8101,0
8102,1
8103,1
8104,0
8105,1
8106,1
8107,0
8108,1
8109,0
8110,0
8111,1
8112,0
8113,0
8114,1
8115,0
8116,0
8117,0
8118,1
8119,0
8120,1
8121,1
8122,1
8123,1
8124,0
8125,0
8126,0
8127,0
8128,0
8129,0
8130,0
8131,1
8132,0
8133,0
8134,1
8135,1
8136,1
8137,0
8138,0
8139,0
8140,0
8141,1
8142,0
8143,1
8144,0
8145,0
8146,0
8147,0
8148,1
8149,0
8150,0
8151,0
8152,1
8153,1
8154,0
8155,1
8156,1
8157,1
8158,0
8159,0
8160,1
8161,0
8162,1
8163,1
8164,1
8165,0
8166,1
8167,0
8168,0
8169,0
8170,0
8171,1
8172,0
8173,0
8174,0
8175,1
8176,0
8177,0
8178,0
8179,0
8180,0
8181,1
8182,0
8183,1
8184,1
8185,0
8186,0
8187,1
8188,0
8189,0
8190,1
8191,1
8192,0
8193,0
8194,1
8195,0
8196,0
8197,0
8198,0
8199,1
8200,1
8201,1
8202,0
8203,1
8204,1
8205,1
8206,0
8207,0
8208,0
8209,1
8210,0
8211,0
8212,1
8213,0
8214,0
8215,1
8216,1
8217,0
8218,1
8219,0
8220,1
8221,0
8222,0
8223,0
8224,1
8225,0
8226,1
8227,0
8228,0
8229,1
8230,1
8231,1
8232,0
8233,0
8234,0
8235,1
8236,1
8237,1
8238,0
8239,1
8240,0
8241,0
8242,0
8243,0
8244,0
8245,1
8246,1
8247,0
8248,1
8249,1
8250,0
8251,1
8252,0
8253,1
8254,0
8255,1
8256,1
8257,1
8258,0
8259,1
8260,1
8261,1
8262,0
8263,0
8264,1
8265,0
8266,1
8267,1
8268,1
8269,0
8270,1
8271,1
8272,0
8273,1
8274,0
8275,1
8276,1
8277,1
8278,0
8279,0
8280,1
8281,1
8282,1
8283,0
8284,1
8285,1
8286,0
8287,0
8288,0
8289,1
8290,0
8291,0
8292,0
8293,1
8294,0
8295,1
8296,1
8297,0
8298,1
8299,0
8300,0
8301,1
8302,1
8303,1
8304,1
8305,0
8306,1
8307,0
8308,0
8309,1
8310,1
8311,0
8312,1
8313,1
8314,0
8315,1
8316,1
8317,1
8318,1
8319,1
8320,1
8321,0
8322,1
8323,0
8324,1
8325,1
8326,0
8327,1
8328,0
8329,1
8330,1
8331,0
8332,1
8333,1
8334,0
8335,0
8336,1
8337,0
8338,1
8339,1
8340,1
8341,0
8342,0
8343,0
8344,1
8345,0
8346,1
8347,0
8348,1
8349,1
8350,1
8351,1
8352,0
8353,0
8354,0
8355,0
8356,1
8357,1
8358,0
8359,1
8360,0
8361,0
8362,1
8363,1
8364,1
8365,1
8366,1
8367,1
8368,0
8369,1
8370,0
8371,0
8372,1
8373,1
8374,1
8375,0
8376,0
8377,0
8378,1
8379,1
8380,0
8381,1
8382,0
8383,0
8384,0
8385,1
8386,1
8387,1
8388,0
8389,0
8390,1
8391,0
8392,1
8393,1
8394,0
8395,0
8396,1
8397,0
8398,0
8399,0
8400,0
8401,0
8402,1
8403,0
8404,0
8405,1
8406,0
8407,1
8408,0
8409,1
8410,0
8411,0
8412,0
8413,1
8414,1
8415,1
8416,1
8417,1
8418,0
8419,1
8420,0
8421,0
8422,0
8423,0
8424,0
8425,0
8426,1
8427,1
8428,0
8429,1
8430,0
8431,1
8432,1
8433,0
8434,1
8435,1
8436,1
8437,0
8438,1
8439,0
8440,0
8441,0
8442,1
8443,1
8444,0
8445,0
8446,1
8447,0
8448,0
8449,0
8450,0
8451,0
8452,0
8453,0
8454,0
8455,1
8456,0
8457,1
8458,1
8459,0
8460,1
8461,0
8462,0
8463,1
8464,1
8465,0
8466,1
8467,1
8468,1
8469,1
8470,0
8471,0
8472,1
8473,0
8474,0
8475,1
8476,0
8477,1
8478,0
8479,0
8480,0
8481,0
8482,0
8483,1
8484,0
8485,0
8486,1
8487,1
8488,0
8489,1
8490,1
8491,1
8492,0
8493,1
8494,1
8495,0
8496,0
8497,1
8498,1
8499,1
8500,0
8501,1
8502,0
8503,0
8504,0
8505,0
8506,1
8507,1
8508,1
8509,1
8510,0
8511,0
8512,1
8513,1
8514,1
8515,1
8516,1
8517,0
8518,1
8519,0
8520,0
8521,1
8522,0
8523,1
8524,0
8525,1
8526,0
8527,0
8528,0
8529,1
8530,0
8531,1
8532,1
8533,1
8534,0
8535,0
8536,0
8537,1
8538,1
8539,1
8540,1
8541,1
8542,1
8543,0
8544,1
8545,0
8546,1
8547,0
8548,0
8549,1
8550,0
8551,1
8552,1
8553,1
8554,0
8555,0
8556,1
8557,0
8558,0
8559,1
8560,1
8561,0
8562,0
8563,0
8564,0
8565,1
8566,0
8567,1
8568,1
8569,1
8570,0
8571,1
8572,0
8573,0
8574,0
8575,1
8576,1
8577,0
8578,1
8579,1
8580,1
8581,1
8582,1
8583,0
8584,1
8585,0
8586,1
8587,0
8588,0
8589,0
8590,1
8591,0
8592,0
8593,0
8594,0
8595,0
8596,1
8597,0
8598,1
8599,0
8600,1
8601,0
8602,0
8603,0
8604,1
8605,0
8606,1
8607,0
8608,1
8609,0
8610,0
8611,0
8612,1
8613,0
8614,0
8615,0
8616,0
8617,0
8618,0
8619,0
8620,0
8621,1
8622,0
8623,1
8624,0
8625,0
8626,0
8627,0
8628,0
8629,1
8630,0
8631,0
8632,1
8633,0
8634,0
8635,1
8636,1
8637,0
8638,0
8639,0
8640,0
8641,1
8642,0
8643,0
8644,1
8645,1
8646,1
8647,1
8648,1
8649,0
8650,1
8651,1
8652,1
8653,1
8654,0
8655,1
8656,1
8657,0
8658,1
8659,0
8660,1
8661,1
8662,1
8663,1
8664,1
8665,0
8666,1
8667,1
8668,1
8669,1
8670,0
8671,0
8672,0
8673,0
8674,0
8675,1
8676,0
8677,1
8678,0
8679,0
8680,1
8681,1
8682,0
8683,1
8684,1
8685,1
8686,0
8687,1
8688,1
8689,1
8690,0
8691,0
8692,1
8693,0
8694,0
8695,1
8696,0
8697,0
8698,1
8699,1
8700,0
8701,1
8702,0
8703,0
8704,0
8705,0
8706,0
8707,1
8708,0
8709,1
8710,1
8711,1
8712,0
8713,1
8714,0
8715,0
8716,1
8717,1
8718,1
8719,0
8720,0
8721,1
8722,1
8723,0
8724,0
8725,0
8726,1
8727,0
8728,1
8729,1
8730,0
8731,0
8732,1
8733,1
8734,1
8735,1
8736,0
8737,0
8738,0
8739,0
8740,0
8741,0
8742,0
8743,0
8744,1
8745,1
8746,0
8747,1
8748,0
8749,0
8750,0
8751,0
8752,1
8753,1
8754,1
8755,1
8756,1
8757,1
8758,1
8759,1
8760,0
8761,0
8762,0
8763,1
8764,0
8765,0
8766,0
8767,1
8768,0
8769,1
8770,1
8771,0
8772,0
8773,1
8774,1
8775,1
8776,0
8777,1
8778,1
8779,1
8780,1
8781,1
8782,0
8783,0
8784,0
8785,0
8786,0
8787,1
8788,0
8789,1
8790,1
8791,1
8792,0
8793,0
8794,0
8795,1
8796,0
8797,1
8798,0
8799,1
8800,1
8801,0
8802,1
8803,0
8804,0
8805,0
8806,1
8807,1
8808,1
8809,0
8810,0
8811,0
8812,0
8813,0
8814,1
8815,0
8816,0
8817,1
8818,1
8819,1
8820,0
8821,0
8822,1
8823,1
8824,0
8825,1
8826,1
8827,0
8828,0
8829,1
8830,1
8831,1
8832,1
8833,1
8834,0
8835,0
8836,1
8837,0
8838,0
8839,0
8840,1
8841,1
8842,1
8843,1
8844,0
8845,1
8846,0
8847,0
8848,1
8849,1
8850,0
8851,0
8852,1
8853,0
8854,0
8855,1
8856,0
8857,1
8858,1
8859,0
8860,1
8861,0
8862,1
8863,1
8864,0
8865,0
8866,1
8867,1
8868,1
8869,0
8870,1
8871,0
8872,0
8873,0
8874,0
8875,0
8876,0
8877,0
8878,1
8879,1
8880,1
8881,1
8882,1
8883,1
8884,1
8885,0
8886,0
8887,1
8888,0
8889,0
8890,0
8891,1
8892,0
8893,0
8894,0
8895,1
8896,1
8897,1
8898,1
8899,1
8900,0
8901,0
8902,0
8903,0
8904,0
8905,0
8906,0
8907,0
8908,1
8909,0
8910,0
8911,0
8912,1
8913,1
8914,0
8915,0
8916,1
8917,0
8918,1
8919,0
8920,1
8921,1
8922,0
8923,0
8924,1
8925,1
8926,1
8927,0
8928,1
8929,1
8930,1
8931,1
8932,1
8933,1
8934,1
8935,0
8936,1
8937,0
8938,0
8939,1
8940,1
8941,0
8942,1
8943,0
8944,1
8945,1
8946,1
8947,1
8948,0
8949,1
8950,1
8951,0
8952,1
8953,1
8954,0
8955,0
8956,0
8957,1
8958,1
8959,0
8960,0
8961,1
8962,0
8963,0
8964,0
8965,1
8966,1
8967,1
8968,0
8969,1
8970,0
8971,0
8972,0
8973,1
8974,1
8975,1
8976,0
8977,1
8978,1
8979,1
8980,1
8981,1
8982,1
8983,0
8984,0
8985,1
8986,0
8987,0
8988,0
8989,0
8990,1
8991,0
8992,1
8993,0
8994,1
8995,0
8996,1
8997,1
8998,0
8999,1
9000,1
9001,1
9002,0
9003,0
9004,0
9005,1
9006,0
9007,0
9008,0
9009,0
9010,0
9011,1
9012,0
9013,1
9014,0
9015,0
9016,1
9017,1
9018,1
9019,1
9020,0
9021,1
9022,1
9023,1
9024,0
9025,0
9026,0
9027,0
9028,1
9029,1
9030,1
9031,0
9032,1
9033,1
9034,0
9035,0
9036,1
9037,0
9038,0
9039,1
9040,1
9041,0
9042,0
9043,0
9044,1
9045,1
9046,1
9047,0
9048,1
9049,0
9050,0
9051,1
9052,0
9053,0
9054,0
9055,1
9056,0
9057,0
9058,1
9059,1
9060,1
9061,0
9062,1
9063,0
9064,1
9065,0
9066,1
9067,0
9068,1
9069,0
9070,0
9071,1
9072,0
9073,1
9074,0
9075,1
9076,1
9077,1
9078,1
9079,0
9080,1
9081,1
9082,1
9083,1
9084,1
9085,0
9086,1
9087,0
9088,1
9089,1
9090,0
9091,1
9092,1
9093,0
9094,0
9095,1
9096,1
9097,1
9098,0
9099,0
9100,1
9101,1
9102,0
9103,0
9104,1
9105,0
9106,0
9107,1
9108,1
9109,0
9110,0
9111,1
9112,0
9113,0
9114,1
9115,0
9116,1
9117,1
9118,1
9119,0
9120,1
9121,1
9122,1
9123,0
9124,1
9125,0
9126,1
9127,1
9128,1
9129,0
9130,1
9131,1
9132,0
9133,1
9134,1
9135,0
9136,0
9137,1
9138,1
9139,1
9140,1
9141,1
9142,0
9143,1
9144,1
9145,1
9146,0
9147,0
9148,0
9149,0
9150,1
9151,0
9152,1
9153,0
9154,1
9155,0
9156,1
9157,0
9158,1
9159,0
9160,1
9161,0
9162,0
9163,0
9164,0
9165,1
9166,0
9167,0
9168,1
9169,1
9170,0
9171,1
9172,1
9173,1
9174,0
9175,1
9176,1
9177,0
9178,0
9179,0
9180,0
9181,0
9182,1
9183,0
9184,1
9185,1
9186,0
9187,1
9188,1
9189,1
9190,1
9191,0
9192,0
9193,1
9194,1
9195,1
9196,1
9197,1
9198,1
9199,1
9200,0
9201,0
9202,1
9203,1
9204,0
9205,0
9206,0
9207,1
9208,1
9209,0
9210,0
9211,0
9212,0
9213,0
9214,0
9215,1
9216,1
9217,0
9218,0
9219,1
9220,1
9221,0
9222,1
9223,0
9224,0
9225,1
9226,0
9227,1
9228,1
9229,1
9230,0
9231,0
9232,0
9233,0
9234,0
9235,0
9236,1
9237,1
9238,0
9239,0
9240,1
9241,0
9242,0
9243,1
9244,0
9245,0
9246,1
9247,1
9248,1
9249,0
9250,1
9251,1
9252,1
9253,0
9254,1
9255,0
9256,1
9257,1
9258,0
9259,0
9260,1
9261,0
9262,1
9263,0
9264,1
9265,0
9266,0
9267,0
9268,0
9269,1
9270,1
9271,1
9272,1
9273,0
9274,1
9275,0
9276,1
9277,0
9278,1
9279,0
9280,1
9281,1
9282,0
9283,1
9284,0
9285,0
9286,0
9287,0
9288,0
9289,0
9290,0
9291,1
9292,1
9293,0
9294,0
9295,0
9296,1
9297,0
9298,0
9299,0
9300,0
9301,0
9302,0
9303,0
9304,0
9305,0
9306,0
9307,0
9308,0
9309,1
9310,0
9311,1
9312,0
9313,0
9314,1
9315,0
9316,1
9317,0
9318,1
9319,0
9320,1
9321,1
9322,1
9323,0
9324,1
9325,0
9326,1
9327,0
9328,1
9329,1
9330,1
9331,0
9332,0
9333,0
9334,0
9335,0
9336,1
9337,0
9338,0
9339,1
9340,1
9341,1
9342,0
9343,0
9344,1
9345,0
9346,0
9347,1
9348,1
9349,1
9350,0
9351,0
9352,1
9353,1
9354,0
9355,0
9356,1
9357,1
9358,1
9359,0
9360,0
9361,0
9362,1
9363,1
9364,1
9365,1
9366,0
9367,1
9368,1
9369,0
9370,1
9371,1
9372,0
9373,1
9374,1
9375,0
9376,1
9377,1
9378,1
9379,1
9380,1
9381,0
9382,0
9383,0
9384,1
9385,0
9386,0
9387,0
9388,0
9389,0
9390,0
9391,1
9392,1
9393,1
9394,1
9395,0
9396,1
9397,0
9398,0
9399,0
9400,0
9401,1
9402,1
9403,1
9404,0
9405,1
9406,1
9407,0
9408,1
9409,0
9410,0
9411,1
9412,0
9413,0
9414,1
9415,1
9416,0
9417,0
9418,0
9419,1
9420,1
9421,1
9422,1
9423,0
9424,1
9425,1
9426,1
9427,0
9428,1
9429,0
9430,1
9431,0
9432,0
9433,0
9434,0
9435,1
9436,1
9437,0
9438,1
9439,1
9440,0
9441,0
9442,0
9443,1
9444,1
9445,1
9446,0
9447,0
9448,0
9449,0
9450,1
9451,1
9452,1
9453,1
9454,1
9455,1
9456,1
9457,0
9458,1
9459,0
9460,0
9461,1
9462,1
9463,1
9464,1
9465,1
9466,0
9467,1
9468,0
9469,1
9470,0
9471,0
9472,0
9473,1
9474,1
9475,0
9476,1
9477,0
9478,0
9479,0
